-0.04294931	0.020924827	-0.01228236	-0.029845176	-0.02814271	0.01412018	0.0074824565
-0.010071248	-0.023501886	0.09379656	-0.0037402222	-0.00504664	0.0059757405	0.07851613
-0.13863638	0.11954684	-0.0005835103	0.11772103	0.092858456	-0.06637547	-0.060008947
0.1587565	-0.11302217	0.08936207	-0.11006964	-0.10547968	0.10456593	0.11740295
0.018374447	0.030614505	-0.02687557	-0.0051952326	-0.010108843	-0.011897549	-0.028641015
0.026471756	-0.010568048	-0.0025312114	0.007888156	-0.05301004	-0.0106129525	0.004535249
-0.05885779	0.10499813	-0.049991913	0.09801941	0.014714528	-0.041116487	-0.05054588
-0.07279194	-0.0022763181	-0.025827866	-0.019298969	0.046321865	-0.032186415	-0.026212502
-0.0011908675	-0.01808572	-0.057540223	0.042974465	-0.005605826	-0.040391833	-0.034311023
0.042917162	-0.0073538977	-0.0011687817	0.012822574	0.006637921	0.03697628	-0.0053811707
0.089350946	-0.1707518	0.20091547	-0.14062007	-0.17021504	0.17699233	0.13413273
0.23406337	-0.24600333	0.21373233	-0.26122794	-0.2580969	0.2785924	0.27638805
-0.22400834	0.20281783	-0.16891919	0.1381422	0.16836584	-0.12401807	-0.14175732
-0.04350292	0.030350294	-0.005733312	-0.018444521	0.04608303	0.00023770698	0.028001154
-0.027169213	0.04734806	-0.045266613	0.025979506	0.05140094	-0.0506416	-0.023699813
-0.07959213	0.0930553	-0.11382821	0.0797986	0.14091091	-0.117382854	-0.09919452
0.09174876	-0.08558039	0.02488485	-0.030076593	-0.039913792	0.06582297	0.08276682
-0.032716744	0.0019104638	0.0038142262	0.008673537	0.074179254	0.0057895696	-0.06065144
-0.0140259145	-0.049764685	-0.0050908863	-0.0032261158	-0.033623096	0.004293837	-0.013013764
-0.017688882	-0.0025647276	-0.095134005	0.079852566	0.04346199	-0.0020256971	-0.051935766
-0.0061948523	0.052747432	-0.032644853	-0.003909005	0.00012909628	0.042831447	0.013434016
0.0022966727	0.004661234	-0.11455491	0.036361296	0.0671285	-0.044333477	-0.00039149923
0.048413247	-0.033815704	0.03825254	-0.04192942	-0.013749731	0.1062866	0.09380418
-0.20155913	0.13082463	-0.17014167	0.20742889	0.22053167	-0.13448647	-0.18192996
0.036457106	-0.01771302	0.05386845	-0.052557275	0.004462283	-0.0088317925	0.009896756
0.07776402	-0.012748489	-0.0068305195	-0.016175007	-0.05198254	0.07127493	0.0018939455
0.0059204334	0.040980354	-0.014857834	0.0061956146	0.027713325	0.0019823539	0.040878586
-0.012288805	-0.04672975	0.04020432	-0.00941011	0.0090805385	-0.026924387	-0.030075727
-0.0008363133	0.058319114	-0.004456072	-0.019036954	0.0008182087	-0.0706291	-0.07475893
-0.05302126	-0.005373095	-0.050748367	-0.03806117	-0.018729875	0.015041284	0.015064466
-0.1231851	0.027893675	-0.12266807	0.0985377	0.05007418	-0.04583867	-0.13862598
0.03842114	0.021357361	0.046547707	0.051653642	0.01574669	-0.029515613	-0.007173465
0.007431034	-0.041942526	-0.027574575	0.019253442	-0.0118243	-0.03139933	0.0035772403
0.025002247	-0.008555977	0.0073420987	-0.07580153	-0.08087672	0.08033103	0.05388821
-0.04370871	0.066727415	-0.021549849	0.07884444	0.016146397	-0.0653975	-0.0033443137
0.07321968	-0.04916019	0.046112113	-0.017840942	-0.035186633	0.08898506	0.0055553196
-0.048837144	0.08665914	0.017619146	0.017578583	0.04392457	-0.06290767	-0.051376857
0.050707534	-0.042734947	0.03418943	-0.045998804	-0.070687644	0.0018069791	0.03756086
-0.06337091	0.046829835	-0.058888167	0.059094254	0.025075082	-0.10953432	-0.10603338
-0.015679475	0.0481141	-0.05839673	-0.036020458	0.0053504594	0.03518875	0.0018998401
-0.07939881	0.088790335	-0.09085039	0.048774913	0.069155015	-0.118415	-0.10167064
0.0032880772	-0.05385453	0.09205052	-0.053826377	-0.06396288	0.017674278	-0.008346205
-0.118698575	0.104773805	-0.073588036	0.0740906	0.08226598	-0.11013328	-0.082749456
0.0978058	-0.15485989	0.17184041	-0.15355462	-0.12963974	0.13630742	0.09687363
-0.045681797	0.106138505	-0.056152955	0.1250261	0.10029923	-0.059678495	-0.043658387
-0.10563528	0.04769657	-0.12618515	0.034031935	0.07050142	-0.02234766	-0.07268629
-0.06315653	0.03142975	-0.023487238	0.07023033	0.04863432	-0.021252036	-0.120388635
0.0011379557	0.029606648	-0.020138364	0.012400972	0.026465293	-0.014895868	0.01240255
0.02255962	0.03528114	-0.023211733	-0.0057135522	-0.019361498	-0.02678164	0.033384304
-0.055189647	0.046041645	-0.049634416	0.061115228	0.108322054	-0.019804923	-0.07956036
-0.12311819	0.09545739	-0.13867107	0.09618378	0.09486246	-0.13982855	-0.13466582
-0.054717176	-0.021859549	-0.021591425	0.07043531	0.035810295	0.001948952	-0.039577343
-0.015342534	0.008855671	-0.04838918	-0.037456065	-0.014174708	-0.00057908933	-0.06509816
-0.032722417	0.06675507	-0.08012341	0.050875027	0.061617207	-0.054647036	-0.06721338
0.015916217	-0.005483388	-0.012895419	-0.0074409693	-0.023922363	-0.037129994	0.028765637
0.054530207	-0.064566396	0.007511725	-0.071539804	-0.0820896	-0.0041968	0.043615412
-0.076107666	0.04467044	-0.10750495	0.13011533	0.115056865	-0.12722903	-0.099572666
0.047190253	-0.074123524	0.031838648	-0.008216583	-0.06842681	0.056475483	0.0807275
-0.027556265	0.03150949	-0.06534613	0.03239337	0.012472631	0.019791596	0.008930824
-0.04657905	-0.032876622	-0.034656722	-0.012087561	-0.042203326	0.00058746984	0.00566619
